"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)"
4.870839485E1;-4.429273009E-1;-6.464344263E-2;9.983820915E0
4.871333985E1;-4.477157295E-1;-5.267243832E-2;9.988609314E0
4.871828485E1;-4.357447028E-1;-4.548983276E-2;9.976638794E0
4.872322985E1;-4.501099288E-1;-3.591302410E-2;9.962273598E0
4.872817385E1;-4.668693244E-1;-2.154781483E-2;9.955090523E0
4.873311885E1;-4.644751251E-1;-2.154781483E-2;9.909601212E0
4.873806189E1;-4.812345505E-1;-4.788403399E-3;9.873687744E0
4.874300689E1;-4.668693244E-1;-1.436521020E-2;9.830592155E0
4.874795189E1;-4.836287498E-1;2.394201700E-3;9.799467087E0
4.875289689E1;-4.955997467E-1;1.436521020E-2;9.753977776E0
4.875784089E1;-5.003881454E-1;3.351882473E-2;9.734824181E0
4.876278589E1;-4.860229492E-1;4.548983276E-2;9.715670586E0
4.876772724E1;-4.620809257E-1;4.070143029E-2;9.706093788E0
4.877267224E1;-4.477157295E-1;4.309562966E-2;9.739612579E0
4.877761127E1;-4.572925270E-1;3.351882473E-2;9.722852707E0
4.878255627E1;-4.477157295E-1;2.873042040E-2;9.730035782E0
4.878750027E1;-4.405331016E-1;3.351882473E-2;9.746794701E0
4.879244527E1;-4.477157295E-1;1.436521020E-2;9.777919769E0
4.879739027E1;-4.381389022E-1;-7.182605099E-3;9.804255486E0
4.880233527E1;-4.309563041E-1;-2.873042040E-2;9.856928825E0
4.880728027E1;-4.094084799E-1;-2.873042040E-2;9.880870819E0
4.881222527E1;-3.998316824E-1;-4.309562966E-2;9.945513725E0
4.881716927E1;-4.165911078E-1;-6.464344263E-2;9.976638794E0
4.882210996E1;-4.213795066E-1;-5.746084079E-2;1.000536919E1
4.882704177E1;-4.357447028E-1;-3.591302410E-2;1.001733971E1
4.883198677E1;-4.668693244E-1;-4.309562966E-2;1.004128170E1
4.883693177E1;-4.453215301E-1;-2.633621916E-2;1.005325317E1
4.884187677E1;-4.596867263E-1;-4.070143029E-2;1.004367638E1
4.884682077E1;-4.716577232E-1;-3.351882473E-2;1.007001209E1
4.885176577E1;-4.860229492E-1;-3.591302410E-2;1.006282997E1
4.885671077E1;-5.003881454E-1;-1.915361360E-2;1.007480049E1
4.886165577E1;-4.979939461E-1;-2.873042040E-2;1.002452278E1
4.886660077E1;-5.243301988E-1;-2.394201607E-2;1.001255131E1
4.887154577E1;-5.386953950E-1;-1.436521020E-2;9.967061996E0
4.887649077E1;-5.315127969E-1;-2.394201700E-3;9.935936928E0
4.888143477E1;-5.051765442E-1;9.576806799E-3;9.919178009E0
4.888637977E1;-5.075707436E-1;3.591302410E-2;9.902418137E0
4.889129912E1;-4.764461517E-1;4.788403213E-2;9.885659218E0
4.889624412E1;-4.716577232E-1;5.267243832E-2;9.873687744E0
4.890118912E1;-4.644751251E-1;7.182604820E-2;9.856928825E0
4.890613412E1;-4.501099288E-1;8.858546615E-2;9.811438560E0
4.891107812E1;-4.477157295E-1;8.140286058E-2;9.811438560E0
4.891602312E1;-4.357447028E-1;6.703764945E-2;9.770736694E0
4.892096185E1;-4.381389022E-1;5.027823523E-2;9.746794701E0
4.892590685E1;-4.477157295E-1;3.591302410E-2;9.742006302E0
4.893085185E1;-4.525041282E-1;1.197100803E-2;9.742006302E0
4.893579685E1;-4.501099288E-1;-2.154781483E-2;9.765948296E0
4.894074085E1;-4.764461517E-1;-4.309562966E-2;9.789890289E0
4.894568585E1;-4.836287498E-1;-5.985504389E-2;9.821015358E0
4.895063085E1;-4.812345505E-1;-8.379705995E-2;9.859322548E0
4.895557585E1;-4.884171486E-1;-1.005564705E-1;9.902418137E0
4.896052085E1;-4.764461517E-1;-1.173158810E-1;9.976638794E0
4.896546585E1;-4.812345505E-1;-1.053448766E-1;1.001733971E1
4.897040985E1;-4.668693244E-1;-1.173158810E-1;1.009874249E1
4.897535485E1;-4.501099288E-1;-1.029506698E-1;1.009395409E1
4.898029985E1;-4.309563041E-1;-6.464344263E-2;1.008677197E1
4.898524485E1;-4.429273009E-1;-5.267243832E-2;1.007240677E1
4.899018985E1;-4.381389022E-1;-4.070143029E-2;1.005085850E1
4.899513485E1;-4.261679053E-1;-1.915361360E-2;9.988609314E0
4.900007885E1;-4.477157295E-1;-9.576806799E-3;9.914389610E0
4.900501523E1;-4.453215301E-1;-9.576806799E-3;9.835380554E0
4.900996023E1;-4.644751251E-1;1.197100803E-2;9.777919769E0
4.901490523E1;-4.812345505E-1;-2.394201700E-3;9.698910713E0
4.901985023E1;-5.027823448E-1;-3.112462163E-2;9.648633003E0
4.902479523E1;-5.386953950E-1;-1.436521020E-2;9.619902611E0
4.902973923E1;-5.267243981E-1;-1.436521020E-2;9.593565941E0
4.903467281E1;-5.386953950E-1;-2.154781483E-2;9.631873131E0
4.903961781E1;-5.051765442E-1;4.788403399E-3;9.674968719E0
4.904456281E1;-4.932055473E-1;3.112462163E-2;9.710882187E0
4.904950781E1;-4.716577232E-1;3.591302410E-2;9.746794701E0
4.905445281E1;-4.548983276E-1;4.548983276E-2;9.782708168E0
4.905939431E1;-4.309563041E-1;6.703764945E-2;9.835380554E0
4.906433931E1;-4.453215301E-1;4.548983276E-2;9.854534149E0
4.906928431E1;-4.453215301E-1;5.506663769E-2;9.825803757E0
4.907422931E1;-4.596867263E-1;3.351882473E-2;9.823410034E0
4.907917431E1;-4.788403511E-1;1.436521020E-2;9.825803757E0
4.908411931E1;-5.027823448E-1;-2.394201607E-2;9.835380554E0
4.908906331E1;-5.219359994E-1;-5.027823523E-2;9.854534149E0
4.909400831E1;-5.123591423E-1;-7.422025502E-2;9.868899345E0
4.909895331E1;-5.363011956E-1;-8.140286058E-2;9.904812813E0
4.910389831E1;-5.291185975E-1;-8.858546615E-2;9.933543205E0
4.910884331E1;-5.434837937E-1;-1.005564705E-1;9.974244118E0
4.911378831E1;-5.458779931E-1;-7.661445439E-2;1.001973438E1
4.911873231E1;-5.315127969E-1;-3.830722719E-2;1.006522369E1
4.912367731E1;-5.123591423E-1;-4.070143029E-2;1.008437729E1
4.912862231E1;-4.908113480E-1;-2.394201607E-2;1.010592556E1
4.913356731E1;-4.668693244E-1;-1.197100803E-2;1.012029076E1
4.913851231E1;-4.572925270E-1;9.576806799E-3;1.010353088E1
4.914345731E1;-4.357447028E-1;2.394201700E-3;1.005804157E1
4.914840131E1;-4.405331016E-1;4.548983276E-2;1.003170490E1
4.915334631E1;-4.405331016E-1;3.351882473E-2;1.000536919E1
4.915829131E1;-4.237737060E-1;2.633621916E-2;9.921571732E0
4.916323631E1;-4.285621047E-1;3.351882473E-2;9.873687744E0
4.916818131E1;-4.405331016E-1;1.436521020E-2;9.832986832E0
4.917312631E1;-4.381389022E-1;1.197100803E-2;9.787496567E0
4.917807031E1;-4.429273009E-1;-7.182605099E-3;9.761159897E0
4.918301531E1;-4.357447028E-1;9.576806799E-3;9.746794701E0
4.918796031E1;-4.309563041E-1;-2.394201700E-3;9.777919769E0
4.919290531E1;-4.333505034E-1;3.351882473E-2;9.801861763E0
4.919785031E1;-4.070142806E-1;2.394201607E-2;9.849745750E0
4.920279531E1;-4.070142806E-1;5.267243832E-2;9.890447617E0
4.920773931E1;-3.950432837E-1;4.548983276E-2;9.904812813E0
4.921268731E1;-3.854664862E-1;5.746084079E-2;9.950302124E0
4.921763231E1;-3.711012602E-1;2.154781483E-2;9.947908401E0
4.922257731E1;-3.902548850E-1;9.576806799E-3;9.959878922E0
4.922752131E1;-4.118026793E-1;4.788403399E-3;9.962273598E0
4.923246631E1;-4.070142806E-1;-2.873042040E-2;9.952696800E0
4.923741131E1;-4.213795066E-1;-3.351882473E-2;9.964667320E0
4.924235323E1;-4.165911078E-1;-4.309562966E-2;9.974244118E0
4.924729823E1;-4.381389022E-1;-4.309562966E-2;9.993397713E0
4.925224323E1;-4.644751251E-1;-3.830722719E-2;1.000058079E1
4.925718723E1;-4.596867263E-1;-5.506663769E-2;1.001255131E1
4.926213223E1;-4.668693244E-1;-6.943184882E-2;1.002452278E1
4.926707723E1;-4.644751251E-1;-7.900865376E-2;1.003170490E1
4.927200058E1;-4.620809257E-1;-5.746084079E-2;9.998186111E0
4.927694558E1;-4.620809257E-1;-5.267243832E-2;9.998186111E0
4.928188985E1;-4.884171486E-1;-3.830722719E-2;9.952696800E0
4.928681308E1;-5.123591423E-1;-3.591302410E-2;9.914389610E0
4.929175808E1;-5.363011956E-1;-2.633621916E-2;9.868899345E0
4.929670308E1;-5.530605912E-1;-3.112462163E-2;9.811438560E0
4.930164808E1;-5.482721925E-1;-2.394201700E-3;9.773131371E0
4.930659308E1;-5.554547906E-1;9.576806799E-3;9.751583099E0
4.931153808E1;-5.530605912E-1;1.436521020E-2;9.722852707E0
4.931648097E1;-5.482721925E-1;3.591302410E-2;9.710882187E0
4.932140662E1;-5.339069963E-1;4.309562966E-2;9.713275909E0
4.932634631E1;-5.123591423E-1;5.985504389E-2;9.718064308E0
4.933129131E1;-5.003881454E-1;7.661445439E-2;9.742006302E0
4.933623631E1;-4.860229492E-1;7.661445439E-2;9.787496567E0
4.934118131E1;-4.788403511E-1;6.943184882E-2;9.828198433E0
4.934612531E1;-4.644751251E-1;5.985504389E-2;9.873687744E0
4.935107031E1;-4.477157295E-1;4.070143029E-2;9.902418137E0
4.935601531E1;-4.477157295E-1;9.576806799E-3;9.923966408E0
4.936096031E1;-4.213795066E-1;2.394201700E-3;9.976638794E0
4.936590531E1;-4.165911078E-1;-7.182605099E-3;1.000776291E1
4.937085031E1;-4.309563041E-1;-6.224924326E-2;1.002212811E1
4.937579431E1;-4.165911078E-1;-6.943184882E-2;1.007240677E1
4.938073931E1;-4.453215301E-1;-1.029506698E-1;1.008677197E1
4.938568431E1;-4.764461517E-1;-1.221042871E-1;1.007240677E1
4.939062931E1;-4.884171486E-1;-1.244984865E-1;1.006043530E1
4.939557431E1;-4.860229492E-1;-1.292868853E-1;1.006761837E1
4.940051931E1;-4.596867263E-1;-1.197100878E-1;1.007240677E1
4.940546331E1;-4.453215301E-1;-1.149216816E-1;1.008437729E1
4.941040831E1;-4.309563041E-1;-6.943184882E-2;1.003409958E1
4.941535331E1;-3.902548850E-1;-2.873042040E-2;1.000297451E1
4.942029831E1;-3.711012602E-1;-2.394201700E-3;9.947908401E0
4.942524331E1;-3.423708379E-1;4.548983276E-2;9.883264542E0
4.943018831E1;-3.758896589E-1;2.873042040E-2;9.844957352E0
4.943501031E1;-3.184288144E-1;9.097966552E-2;9.689333916E0
4.944007731E1;-2.753331959E-1;1.340752989E-1;9.605537415E0
4.944502231E1;-2.466027737E-1;1.939303428E-1;9.490615845E0
4.944996731E1;-2.705447972E-1;2.418143749E-1;9.421183586E0
4.945491231E1;-3.016694188E-1;2.346317619E-1;9.368511200E0
4.945985731E1;-3.351882398E-1;2.394201756E-1;9.354146004E0
4.946480131E1;-3.687070608E-1;2.130839527E-1;9.358934402E0
4.946974631E1;-3.758896589E-1;2.130839527E-1;9.363722801E0
4.947469131E1;-3.974374831E-1;1.987187415E-1;9.399636269E0
4.947963631E1;-4.141969085E-1;1.699883193E-1;9.466673851E0
4.948458131E1;-3.926490843E-1;1.316810995E-1;9.538499832E0
4.948950777E1;-4.165911078E-1;1.125274822E-1;9.694122314E0
4.949444285E1;-4.429273009E-1;6.464344263E-2;9.811438560E0
4.949938785E1;-5.027823448E-1;2.394201607E-2;9.892841339E0
4.950433285E1;-5.003881454E-1;-5.506663769E-2;9.981427193E0
4.950927785E1;-5.243301988E-1;-9.576806426E-2;1.003888798E1
4.951422285E1;-5.386953950E-1;-1.484405100E-1;1.011071396E1
4.951916785E1;-5.506663918E-1;-1.651999205E-1;1.014902115E1
4.952411185E1;-5.793967843E-1;-2.082955539E-1;1.017056847E1
4.952905685E1;-6.033388376E-1;-2.418143749E-1;1.019929886E1
4.953400185E1;-6.177040339E-1;-2.513911724E-1;1.023042393E1
4.953894685E1;-6.057330370E-1;-2.322375625E-1;1.024718285E1
4.954389185E1;-5.889736414E-1;-2.082955539E-1;1.024478912E1
4.954883685E1;-5.722141862E-1;-1.939303428E-1;1.022563553E1
4.955378085E1;-5.578489900E-1;-1.604115069E-1;1.020169353E1
4.955872585E1;-5.219359994E-1;-1.364694983E-1;1.017296314E1
4.956367085E1;-4.979939461E-1;-1.197100878E-1;1.012507915E1
4.956861585E1;-4.764461517E-1;-8.619125932E-2;1.004607010E1
4.957356085E1;-4.644751251E-1;-5.746084079E-2;9.923966408E0
4.957850585E1;-4.357447028E-1;-5.985504389E-2;9.844957352E0
4.958344985E1;-4.405331016E-1;-4.070143029E-2;9.737217903E0
4.958839485E1;-4.165911078E-1;7.182605099E-3;9.627084732E0
4.959333985E1;-4.141969085E-1;2.873042040E-2;9.521739960E0
4.959828485E1;-3.974374831E-1;2.873042040E-2;9.452308655E0
4.960322985E1;-3.734954596E-1;5.027823523E-2;9.375694275E0
4.960815981E1;-3.639186621E-1;7.422025502E-2;9.346963882E0
4.961310339E1;-3.639186621E-1;7.900865376E-2;9.349357605E0
4.961804839E1;-3.663128614E-1;6.703764945E-2;9.397241592E0
4.962299339E1;-3.495534360E-1;8.619125932E-2;9.452308655E0
4.962793839E1;-3.567360640E-1;8.858546615E-2;9.555258751E0
4.963288339E1;-3.663128614E-1;9.337386489E-2;9.634267807E0
4.963782839E1;-3.806780577E-1;9.097966552E-2;9.753977776E0
4.964276935E1;-3.711012602E-1;8.379705995E-2;9.856928825E0
4.964771435E1;-3.734954596E-1;8.379705995E-2;9.955090523E0
4.965265935E1;-3.639186621E-1;5.985504389E-2;1.005085850E1
4.965760435E1;-3.567360640E-1;3.351882473E-2;1.010113716E1
4.966253481E1;-3.830722570E-1;1.915361360E-2;1.018972206E1
4.966747981E1;-4.046200812E-1;-2.394201700E-3;1.022324085E1
4.967242481E1;-4.309563041E-1;-1.915361360E-2;1.020408726E1
4.967736881E1;-4.501099288E-1;-4.548983276E-2;1.020169353E1
4.968231381E1;-4.620809257E-1;-6.943184882E-2;1.016817474E1
4.968725881E1;-4.908113480E-1;-9.576806426E-2;1.010831928E1
4.969220381E1;-5.075707436E-1;-9.576806426E-2;1.007719517E1
4.969714881E1;-5.195417404E-1;-1.173158810E-1;1.001733971E1
4.970209381E1;-5.195417404E-1;-1.292868853E-1;1.001973438E1
4.970703781E1;-5.315127969E-1;-1.268926859E-1;1.000536919E1
4.971198281E1;-5.171475410E-1;-1.101332754E-1;1.002212811E1
4.971692781E1;-4.836287498E-1;-1.053448766E-1;1.002452278E1
4.972187281E1;-4.836287498E-1;-5.746084079E-2;1.004367638E1
4.972681781E1;-4.908113480E-1;-5.027823523E-2;1.005085850E1
4.973176281E1;-4.955997467E-1;-2.873042040E-2;1.004607010E1
4.973670681E1;-5.075707436E-1;1.197100803E-2;1.003649330E1
4.974165181E1;-5.075707436E-1;2.154781483E-2;1.001255131E1
4.974659681E1;-4.788403511E-1;2.873042040E-2;9.969455719E0
4.975154181E1;-4.596867263E-1;5.027823523E-2;9.916783333E0
4.975648681E1;-4.357447028E-1;6.224924326E-2;9.868899345E0
4.976142723E1;-4.405331016E-1;7.422025502E-2;9.842563629E0
4.976637123E1;-4.261679053E-1;1.053448766E-1;9.801861763E0
4.977131623E1;-4.118026793E-1;1.101332754E-1;9.789890289E0
4.977626123E1;-4.141969085E-1;1.244984865E-1;9.720458984E0
4.978120623E1;-4.309563041E-1;1.221042871E-1;9.734824181E0
4.978615123E1;-4.070142806E-1;1.029506698E-1;9.713275909E0
4.979109623E1;-3.926490843E-1;8.140286058E-2;9.732429504E0
4.979604023E1;-3.950432837E-1;6.703764945E-2;9.775525093E0
4.980098523E1;-3.734954596E-1;5.506663769E-2;9.806650162E0
4.980592566E1;-3.591302633E-1;6.224924326E-2;9.854534149E0
4.981087066E1;-3.423708379E-1;6.703764945E-2;9.911994934E0
4.981581566E1;-3.232172430E-1;3.112462163E-2;9.926360130E0
4.982076066E1;-3.591302633E-1;1.915361360E-2;9.991003990E0
4.982570466E1;-3.399766386E-1;4.788403399E-3;1.000297451E1
4.983064966E1;-3.423708379E-1;-1.197100803E-2;1.001494598E1
4.983559466E1;-3.734954596E-1;-4.070143029E-2;1.001255131E1
4.984053966E1;-3.854664862E-1;-2.394201607E-2;9.991003990E0
4.984548466E1;-4.094084799E-1;-3.830722719E-2;9.986215591E0
4.985042966E1;-4.141969085E-1;-5.746084079E-2;9.986215591E0
4.985537366E1;-4.309563041E-1;-5.746084079E-2;9.955090523E0
4.986028404E1;-4.692635238E-1;-7.182604820E-2;9.947908401E0
4.986522904E1;-4.908113480E-1;-5.506663769E-2;9.935936928E0
4.987017404E1;-5.147533417E-1;-7.661445439E-2;9.947908401E0
4.987511904E1;-5.099649429E-1;-6.943184882E-2;9.957485199E0
4.988006404E1;-4.716577232E-1;-7.182604820E-2;9.967061996E0
4.988500804E1;-4.477157295E-1;-8.140286058E-2;9.981427193E0
4.988995304E1;-4.405331016E-1;-4.309562966E-2;9.998186111E0
4.989489377E1;-4.429273009E-1;-2.633621916E-2;1.001015759E1
4.989983877E1;-4.453215301E-1;-2.394201607E-2;9.998186111E0
4.990477981E1;-4.477157295E-1;-1.197100803E-2;9.998186111E0
4.990972481E1;-4.596867263E-1;-1.197100803E-2;9.976638794E0
4.991465962E1;-4.357447028E-1;2.394201607E-2;9.923966408E0
4.991960462E1;-4.429273009E-1;1.197100803E-2;9.859322548E0
4.992454962E1;-4.596867263E-1;2.394201607E-2;9.840168953E0
4.992949462E1;-4.453215301E-1;2.394201607E-2;9.787496567E0
4.993443962E1;-4.309563041E-1;3.591302410E-2;9.768342972E0
4.993938462E1;-4.285621047E-1;3.830722719E-2;9.749189377E0
4.994432862E1;-4.285621047E-1;5.506663769E-2;9.732429504E0
4.994927254E1;-4.213795066E-1;4.309562966E-2;9.734824181E0
4.995421754E1;-4.429273009E-1;3.112462163E-2;9.730035782E0
4.995916254E1;-4.309563041E-1;4.788403399E-3;9.753977776E0
4.996410754E1;-4.692635238E-1;-2.873042040E-2;9.780313492E0
4.996905254E1;-4.596867263E-1;-3.830722719E-2;9.799467087E0
4.997399654E1;-4.596867263E-1;-6.464344263E-2;9.861717224E0
4.997894154E1;-4.548983276E-1;-6.703764945E-2;9.883264542E0
4.998388654E1;-4.070142806E-1;-7.661445439E-2;9.943120003E0
4.998883154E1;-3.926490843E-1;-7.182604820E-2;9.995792389E0
4.999377654E1;-3.615244627E-1;-5.267243832E-2;1.003888798E1
4.999871096E1;-3.495534360E-1;-7.182604820E-2;1.005325317E1
5.000365496E1;-3.615244627E-1;-3.830722719E-2;1.006043530E1
5.000859996E1;-3.567360640E-1;-4.070143029E-2;1.003649330E1
5.001354496E1;-3.734954596E-1;-2.154781483E-2;9.988609314E0
5.001848996E1;-3.711012602E-1;-2.633621916E-2;9.959878922E0
5.002343496E1;-3.902548850E-1;-4.070143029E-2;9.911994934E0
5.002837996E1;-4.118026793E-1;-3.112462163E-2;9.852140427E0
5.003332396E1;-4.237737060E-1;-3.351882473E-2;9.825803757E0
5.003826896E1;-4.189853072E-1;-1.197100803E-2;9.787496567E0
5.004321396E1;-4.309563041E-1;-7.182605099E-3;9.758766174E0
5.004815896E1;-4.213795066E-1;2.154781483E-2;9.744400978E0
5.005310396E1;-4.285621047E-1;1.915361360E-2;9.730035782E0
5.005804896E1;-4.333505034E-1;2.154781483E-2;9.713275909E0
5.006299296E1;-4.333505034E-1;1.675941236E-2;9.727641106E0
5.006793796E1;-4.165911078E-1;4.788403399E-3;9.739612579E0
5.007288296E1;-4.237737060E-1;2.394201607E-2;9.770736694E0
5.007782120E1;-4.309563041E-1;2.154781483E-2;9.780313492E0
5.008276620E1;-4.357447028E-1;3.112462163E-2;9.823410034E0
5.008771120E1;-4.189853072E-1;1.197100803E-2;9.854534149E0
5.009265520E1;-4.094084799E-1;9.576806799E-3;9.876082420E0
5.009760020E1;-4.070142806E-1;-4.788403399E-3;9.931148529E0
5.010254520E1;-4.285621047E-1;0.000000000E0;9.969455719E0
5.010749020E1;-4.237737060E-1;-1.675941236E-2;9.971850395E0
5.011243520E1;-4.141969085E-1;-1.915361360E-2;9.993397713E0
5.011736904E1;-4.094084799E-1;-1.675941236E-2;9.993397713E0
5.012231304E1;-4.309563041E-1;-1.197100803E-2;9.974244118E0
5.012725804E1;-4.596867263E-1;-4.788403399E-3;9.959878922E0
5.013220304E1;-4.477157295E-1;7.182605099E-3;9.914389610E0
5.013714804E1;-4.668693244E-1;-7.182605099E-3;9.873687744E0
5.014209304E1;-4.548983276E-1;-7.182605099E-3;9.830592155E0
5.014703804E1;-4.596867263E-1;-2.394201700E-3;9.799467087E0
5.015197327E1;-4.716577232E-1;-4.788403399E-3;9.722852707E0
5.015691827E1;-4.764461517E-1;-2.394201700E-3;9.713275909E0
5.016186327E1;-4.836287498E-1;1.436521020E-2;9.701305389E0
5.016680827E1;-4.836287498E-1;1.197100803E-2;9.732429504E0
5.017175327E1;-4.692635238E-1;4.070143029E-2;9.737217903E0
5.017669827E1;-4.620809257E-1;5.985504389E-2;9.794678688E0
5.018164327E1;-4.860229492E-1;2.633621916E-2;9.842563629E0
5.018658727E1;-4.812345505E-1;2.154781483E-2;9.900024414E0
5.019153227E1;-4.429273009E-1;1.197100803E-2;9.938331604E0
5.019647727E1;-4.572925270E-1;1.915361360E-2;9.976638794E0
5.020142227E1;-4.405331016E-1;2.633621916E-2;1.001494598E1
5.020636727E1;-4.429273009E-1;5.027823523E-2;1.000297451E1
5.021131427E1;-4.237737060E-1;7.422025502E-2;9.974244118E0
5.021625927E1;-4.429273009E-1;6.943184882E-2;9.940725327E0
5.022120427E1;-4.548983276E-1;6.464344263E-2;9.868899345E0
5.022614927E1;-4.788403511E-1;4.070143029E-2;9.789890289E0
5.023109327E1;-5.027823448E-1;1.915361360E-2;9.739612579E0
5.023603827E1;-5.171475410E-1;-1.915361360E-2;9.686940193E0
5.024098327E1;-5.554547906E-1;-1.197100803E-2;9.648633003E0
5.024592827E1;-5.506663918E-1;-2.394201607E-2;9.622296333E0
5.025087327E1;-5.458779931E-1;-7.182605099E-3;9.658209801E0
5.025581827E1;-4.932055473E-1;1.197100803E-2;9.701305389E0
5.026076227E1;-4.668693244E-1;2.873042040E-2;9.775525093E0
5.026569835E1;-4.118026793E-1;5.746084079E-2;9.864110947E0
5.027064335E1;-3.758896589E-1;8.140286058E-2;9.919178009E0
5.027556773E1;-3.687070608E-1;8.140286058E-2;9.952696800E0
5.028051273E1;-3.495534360E-1;5.027823523E-2;9.962273598E0
5.028545773E1;-3.280056417E-1;4.548983276E-2;9.943120003E0
5.029040173E1;-3.232172430E-1;5.985504389E-2;9.945513725E0
5.029534673E1;-3.327940404E-1;2.873042040E-2;9.923966408E0
5.030029173E1;-3.615244627E-1;1.675941236E-2;9.885659218E0
5.030523673E1;-3.758896589E-1;1.675941236E-2;9.856928825E0
5.031018173E1;-3.974374831E-1;-7.182605099E-3;9.821015358E0
5.031512673E1;-4.333505034E-1;-9.576806799E-3;9.787496567E0
5.032007073E1;-4.884171486E-1;-2.394201607E-2;9.758766174E0
5.032501573E1;-5.123591423E-1;-4.070143029E-2;9.770736694E0
5.032996073E1;-5.267243981E-1;-4.309562966E-2;9.753977776E0
5.033490573E1;-5.243301988E-1;-3.112462163E-2;9.775525093E0
5.033985073E1;-5.458779931E-1;-3.830722719E-2;9.806650162E0
5.034479573E1;-5.171475410E-1;-1.915361360E-2;9.859322548E0
5.034973973E1;-5.243301988E-1;7.182605099E-3;9.904812813E0
5.035456273E1;-4.740519226E-1;1.915361360E-2;9.962273598E0
5.035962973E1;-4.596867263E-1;5.506663769E-2;9.955090523E0
5.036457473E1;-4.501099288E-1;5.506663769E-2;9.967061996E0
5.036951973E1;-4.261679053E-1;7.182604820E-2;9.976638794E0
5.037445808E1;-4.309563041E-1;8.619125932E-2;9.955090523E0
5.037940208E1;-4.381389022E-1;1.125274822E-1;9.935936928E0
5.038434708E1;-4.357447028E-1;1.149216816E-1;9.900024414E0
5.038928508E1;-4.333505034E-1;1.221042871E-1;9.861717224E0
5.039423008E1;-4.572925270E-1;1.364694983E-1;9.799467087E0
5.039917508E1;-4.908113480E-1;1.101332754E-1;9.794678688E0
5.040412008E1;-4.908113480E-1;8.619125932E-2;9.780313492E0
5.040906408E1;-5.099649429E-1;5.985504389E-2;9.770736694E0
5.041400908E1;-5.386953950E-1;2.394201607E-2;9.792284966E0
5.041895408E1;-5.195417404E-1;2.394201607E-2;9.825803757E0
5.042389908E1;-5.243301988E-1;-7.182605099E-3;9.856928825E0
5.042884408E1;-5.410895944E-1;-9.576806799E-3;9.921571732E0
5.043378666E1;-5.147533417E-1;-4.070143029E-2;9.998186111E0
5.043873066E1;-4.908113480E-1;-4.548983276E-2;1.004607010E1
5.044367566E1;-4.716577232E-1;-5.267243832E-2;1.008677197E1
5.044862066E1;-4.429273009E-1;-3.591302410E-2;1.011550236E1
5.045356566E1;-4.309563041E-1;-4.548983276E-2;1.011789608E1
5.045848904E1;-4.141969085E-1;-1.675941236E-2;1.012507915E1
5.046343404E1;-3.998316824E-1;1.197100803E-2;1.008916569E1
5.046837804E1;-3.806780577E-1;3.830722719E-2;1.007240677E1
5.047332304E1;-3.687070608E-1;7.182604820E-2;1.000058079E1
5.047826804E1;-3.878606856E-1;6.943184882E-2;9.933543205E0
5.048321304E1;-3.926490843E-1;7.661445439E-2;9.878476143E0
5.048815804E1;-4.022258818E-1;1.053448766E-1;9.801861763E0
5.049310304E1;-4.046200812E-1;1.197100878E-1;9.753977776E0
5.049804804E1;-4.165911078E-1;1.101332754E-1;9.698910713E0
5.050299204E1;-4.118026793E-1;8.379705995E-2;9.708487511E0
5.050793704E1;-4.429273009E-1;7.422025502E-2;9.710882187E0
5.051287416E1;-4.357447028E-1;6.943184882E-2;9.725247383E0
5.051781916E1;-4.165911078E-1;4.548983276E-2;9.763554573E0
5.052276416E1;-4.070142806E-1;1.436521020E-2;9.835380554E0
5.052770916E1;-3.902548850E-1;-4.788403399E-3;9.897629738E0
5.053265316E1;-3.926490843E-1;-1.915361360E-2;9.964667320E0
5.053759816E1;-3.782838583E-1;-2.154781483E-2;1.004846478E1
5.054254316E1;-3.854664862E-1;-2.394201607E-2;1.008677197E1
5.054748816E1;-3.926490843E-1;-2.873042040E-2;1.010592556E1
5.055243316E1;-3.878606856E-1;-3.112462163E-2;1.013465595E1
5.055737816E1;-3.806780577E-1;-5.746084079E-2;1.014902115E1
5.056232216E1;-3.974374831E-1;-7.661445439E-2;1.015380955E1
5.056726716E1;-3.998316824E-1;-5.985504389E-2;1.013944435E1
5.057221216E1;-4.189853072E-1;-6.224924326E-2;1.012747288E1
5.057715716E1;-4.189853072E-1;-5.985504389E-2;1.007958889E1
5.058210216E1;-4.237737060E-1;-4.788403213E-2;1.004607010E1
5.058704716E1;-4.572925270E-1;-3.112462163E-2;9.998186111E0
5.059199116E1;-4.740519226E-1;-3.830722719E-2;9.940725327E0
5.059691789E1;-5.171475410E-1;-3.591302410E-2;9.885659218E0
5.060186289E1;-5.219359994E-1;-2.633621916E-2;9.816226959E0
5.060680789E1;-5.458779931E-1;4.788403399E-3;9.744400978E0
5.061175289E1;-5.219359994E-1;3.112462163E-2;9.682151794E0
5.061669789E1;-5.219359994E-1;5.027823523E-2;9.660603523E0
5.062164189E1;-5.051765442E-1;6.224924326E-2;9.651026726E0
5.062658689E1;-4.860229492E-1;1.077390760E-1;9.660603523E0
5.063153189E1;-4.453215301E-1;1.268926859E-1;9.684545517E0
5.063647689E1;-4.644751251E-1;1.460463107E-1;9.667786598E0
5.064142189E1;-4.596867263E-1;1.412578970E-1;9.701305389E0
