"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
3.299628333E0,3.986345291E0,-3.138298035E1,-2.991156769E1,4.353715983E1
3.309652333E0,4.219293594E0,-3.151552582E1,-2.956282043E1,4.341648487E1
3.319677333E0,4.342912674E0,-3.130405807E1,-2.977371979E1,4.341980346E1
3.329701333E0,4.287153244E0,-3.139902115E1,-2.988368225E1,4.355815282E1
3.339726333E0,4.295595169E0,-3.119038391E1,-2.972657013E1,4.330082168E1
3.349750333E0,4.125513077E0,-3.142762375E1,-2.954970551E1,4.333474920E1
3.359775333E0,4.088796616E0,-3.142951584E1,-2.946236420E1,4.327312824E1
3.369800333E0,4.123670578E0,-3.149171066E1,-2.918240356E1,4.313171892E1
3.379824333E0,4.079214096E0,-3.160425949E1,-2.929663849E1,4.328697532E1
3.389849333E0,4.077814102E0,-3.154156113E1,-2.904743958E1,4.307264088E1
3.399873333E0,3.848749161E0,-3.185086060E1,-2.941401672E1,4.352556227E1
3.409898333E0,3.908552170E0,-3.205833054E1,-2.940495300E1,4.367681992E1
3.419923333E0,3.538919449E0,-3.203795624E1,-2.909239197E1,4.342029320E1
3.429947333E0,3.258581161E0,-3.224471283E1,-2.876045990E1,4.333017321E1
3.439972333E0,3.208593369E0,-3.222296524E1,-2.845884705E1,4.311056176E1
3.449996333E0,3.243837357E0,-3.215186691E1,-2.858197784E1,4.314156330E1
3.460021333E0,2.975294113E0,-3.235864258E1,-2.848888397E1,4.321516672E1
3.470045333E0,2.955026627E0,-3.264581299E1,-2.824491882E1,4.326958201E1
3.480070333E0,2.613710403E0,-3.264048767E1,-2.835962677E1,4.331860279E1
3.490095333E0,2.218214035E0,-3.279879379E1,-2.810168457E1,4.324795976E1
3.500119333E0,2.077400208E0,-3.272199249E1,-2.797324371E1,4.309926621E1
3.510144333E0,1.851009369E0,-3.299234390E1,-2.777532959E1,4.316700043E1
3.520168333E0,1.315605164E0,-3.317888641E1,-2.749151611E1,4.310861606E1
3.530193333E0,8.378295898E-1,-3.333945847E1,-2.752359009E1,4.324083094E1
3.540218333E0,8.981742859E-1,-3.326113129E1,-2.725443268E1,4.301062278E1
3.550242333E0,6.240234375E-1,-3.357831192E1,-2.710829163E1,4.315960972E1
3.560267333E0,6.250839233E-1,-3.382412720E1,-2.711244202E1,4.335374058E1
3.570291333E0,4.937381744E-1,-3.395698929E1,-2.711831665E1,4.345945233E1
3.580316333E0,2.580127716E-1,-3.392527771E1,-2.713691711E1,4.344425519E1
3.590340333E0,3.751640320E-1,-3.391569519E1,-2.721214294E1,4.348466226E1
3.600365333E0,4.602146149E-1,-3.374967575E1,-2.703689575E1,4.324634254E1
3.610390333E0,4.547080994E-1,-3.367309570E1,-2.707251740E1,4.320885710E1
3.620414333E0,1.120262146E-1,-3.353047943E1,-2.705099487E1,4.308203714E1
3.630439333E0,1.762809753E-1,-3.355828857E1,-2.666339111E1,4.286171057E1
3.640463333E0,4.097118378E-1,-3.357466507E1,-2.677191925E1,4.294370336E1
3.650488333E0,3.505821228E-1,-3.355071259E1,-2.687108612E1,4.298637566E1
3.660513333E0,2.795124054E-1,-3.355760956E1,-2.681135559E1,4.295392968E1
3.670537333E0,1.645889282E-1,-3.366441727E1,-2.677839661E1,4.301630626E1
3.680562333E0,3.183917999E-1,-3.364941788E1,-2.716815948E1,4.324920331E1
3.690586333E0,2.632656097E-1,-3.338986969E1,-2.719854736E1,4.306638696E1
3.700611333E0,1.971340179E-1,-3.356096268E1,-2.706632233E1,4.311569183E1
3.710635333E0,1.131973267E-1,-3.361227798E1,-2.704491425E1,4.314192197E1
3.720660333E0,-1.961879730E-1,-3.373443985E1,-2.645597839E1,4.287154901E1
3.730685333E0,-5.659732819E-1,-3.390325546E1,-2.601718903E1,4.273926978E1
3.740709333E0,-8.984889984E-1,-3.451944733E1,-2.574874878E1,4.307432634E1
3.750734333E0,-1.298238754E0,-3.484111786E1,-2.455913544E1,4.264668863E1
3.760758333E0,-1.536823273E0,-3.539726257E1,-2.369104767E1,4.262151761E1
3.770783333E0,-2.192399979E0,-3.594350052E1,-2.273264313E1,4.258538377E1
3.780808333E0,-2.454883575E0,-3.638068390E1,-2.178960419E1,4.247784676E1
3.790832333E0,-2.783386230E0,-3.714406967E1,-2.077332306E1,4.264926848E1
3.800857333E0,-2.566112518E0,-3.793186951E1,-1.967857361E1,4.280955404E1
3.810881333E0,-2.827508926E0,-3.831524277E1,-1.828857422E1,4.255025948E1
3.820906333E0,-3.125078201E0,-3.923803329E1,-1.531970215E1,4.223840249E1
3.830930333E0,-3.671464920E0,-3.983116913E1,-1.316677094E1,4.211134699E1
3.840955333E0,-4.007030487E0,-4.042619705E1,-1.112898254E1,4.212111055E1
3.850980333E0,-4.458713531E0,-4.102931595E1,-8.791748047E0,4.219691609E1
3.861004333E0,-5.048151016E0,-4.146084595E1,-6.357559204E0,4.224812581E1
3.871029333E0,-5.475721359E0,-4.168577194E1,-4.174034119E0,4.225055819E1
3.881053333E0,-5.492237091E0,-4.180364609E1,-1.825363159E0,4.220238672E1
3.891078333E0,-5.463687897E0,-4.185508728E1,6.047439575E-1,4.221452276E1
3.901102333E0,-5.443172455E0,-4.169018173E1,2.910087585E0,4.214460807E1
3.911127333E0,-4.948253632E0,-4.159075165E1,5.093681335E0,4.219267029E1
3.921152333E0,-4.815876007E0,-4.122318649E1,6.879180908E0,4.206978603E1
3.931176333E0,-4.555295944E0,-4.078180313E1,8.751220703E0,4.195819409E1
3.941201333E0,-4.091321945E0,-4.046498871E1,1.074324799E1,4.206627632E1
3.951225333E0,-3.722066879E0,-3.984348297E1,1.261700439E1,4.195885743E1
3.961250333E0,-3.489812851E0,-3.924243546E1,1.460066986E1,4.201579577E1
3.971275333E0,-3.021499634E0,-3.877211761E1,1.579060745E1,4.197320393E1
3.981299333E0,-2.785646439E0,-3.851474762E1,1.739780045E1,4.235361933E1
3.991324333E0,-2.640111923E0,-3.785951233E1,1.851902390E1,4.222874745E1
4.001348333E0,-2.480089188E0,-3.719016647E1,1.984466553E1,4.222641442E1
4.011373333E0,-2.354759216E0,-3.640965652E1,2.102069855E1,4.210792974E1
4.021397333E0,-2.557811737E0,-3.588400650E1,2.158927536E1,4.195594277E1
4.031422333E0,-2.794548035E0,-3.566480255E1,2.243830109E1,4.222872240E1
4.041447333E0,-3.114511490E0,-3.526479340E1,2.299873352E1,4.221667418E1
4.051471333E0,-3.745054245E0,-3.482316208E1,2.355370331E1,4.220728596E1
4.061496333E0,-4.346273422E0,-3.436748886E1,2.402878189E1,4.215918337E1
4.071520333E0,-5.228891373E0,-3.418693161E1,2.444099808E1,4.234914385E1
4.081545333E0,-6.488294601E0,-3.360687256E1,2.507555389E1,4.242998059E1
4.091570333E0,-7.682132721E0,-3.312446213E1,2.552203369E1,4.251610704E1
4.101594333E0,-9.297607422E0,-3.246963882E1,2.604032516E1,4.264764336E1
4.111619333E0,-1.103720093E1,-3.178093719E1,2.657236099E1,4.287118079E1
4.121643333E0,-1.302659607E1,-3.109630585E1,2.674354172E1,4.303358533E1
4.131668333E0,-1.490972328E1,-3.033858109E1,2.655932617E1,4.298984947E1
4.141692333E0,-1.661395264E1,-2.906460762E1,2.679025269E1,4.287764543E1
4.151717333E0,-1.834266281E1,-2.755146599E1,2.745392227E1,4.300295810E1
4.161742625E0,-1.980844116E1,-2.597177124E1,2.849924469E1,4.334875074E1
4.171766625E0,-2.084284973E1,-2.402764511E1,2.957100296E1,4.343036185E1
4.181791625E0,-2.133600998E1,-2.173212624E1,3.040633392E1,4.303551760E1
4.191815625E0,-2.188330650E1,-1.932527542E1,3.155730057E1,4.299079661E1
4.201840625E0,-2.242747498E1,-1.710593414E1,3.298474884E1,4.340044093E1
4.211864625E0,-2.335464478E1,-1.478872776E1,3.372874451E1,4.360933509E1
4.221889625E0,-2.479474640E1,-1.260859776E1,3.393178177E1,4.387621224E1
4.231914625E0,-2.693085670E1,-1.052130890E1,3.328507233E1,4.408928468E1
4.241938625E0,-2.943153763E1,-9.107575417E0,3.233686066E1,4.466358577E1
4.251963625E0,-3.169856644E1,-7.858066559E0,3.019610977E1,4.447868444E1
4.261987625E0,-3.437501144E1,-7.098727703E0,2.751040268E1,4.459658734E1
4.272012625E0,-3.702775192E1,-6.497343540E0,2.443432236E1,4.483643602E1
4.282037625E0,-3.929399109E1,-6.333006382E0,2.109383392E1,4.504524986E1
4.292061625E0,-4.101445007E1,-6.290655613E0,1.801914215E1,4.523767176E1
4.302086625E0,-4.236776733E1,-6.361083031E0,1.495345688E1,4.537727359E1
4.312110625E0,-4.329198074E1,-6.659507275E0,1.213666534E1,4.545154870E1
4.322135625E0,-4.422893906E1,-6.964497089E0,9.414863586E0,4.575306466E1
4.332159625E0,-4.483423233E1,-7.473323345E0,6.368324280E0,4.589678098E1
4.342184625E0,-4.509455109E1,-7.763748646E0,4.339950562E0,4.596334955E1
4.352209625E0,-4.539521408E1,-8.324406624E0,2.038475037E0,4.619714913E1
4.362233625E0,-4.523579788E1,-8.511713028E0,7.530212402E-1,4.603578727E1
4.372258625E0,-4.547994995E1,-8.640800476E0,-1.090446472E0,4.630635328E1
4.382282625E0,-4.526779556E1,-8.778360367E0,-1.714859009E0,4.614296986E1
4.392307625E0,-4.506080246E1,-8.972082138E0,-2.710876465E0,4.602524337E1
4.402331625E0,-4.516602325E1,-9.260251045E0,-3.081748962E0,4.620843086E1
4.412356625E0,-4.499879456E1,-9.491466522E0,-4.069648743E0,4.616862018E1
4.422381625E0,-4.486381531E1,-9.642111778E0,-4.593086243E0,4.611755289E1
4.432405625E0,-4.474977493E1,-1.004753971E1,-5.167404175E0,4.615406241E1
4.442430625E0,-4.479687500E1,-1.063191223E1,-5.311782837E0,4.634665688E1
4.452454625E0,-4.464660263E1,-1.138109016E1,-5.855278015E0,4.644494182E1
4.462479625E0,-4.441619873E1,-1.188642502E1,-5.835273743E0,4.634799056E1
4.472504625E0,-4.378485870E1,-1.257603645E1,-6.195388794E0,4.597448626E1
4.482528625E0,-4.362996674E1,-1.335249138E1,-6.535354614E0,4.609310017E1
4.492553625E0,-4.316441345E1,-1.397002316E1,-6.861335754E0,4.588470403E1
4.502577625E0,-4.300238800E1,-1.468282413E1,-7.006187439E0,4.597692205E1
4.512602625E0,-4.266397476E1,-1.566363239E1,-7.072067261E0,4.599541561E1
4.522626625E0,-4.207012939E1,-1.667458916E1,-7.018074036E0,4.579509880E1
4.532651625E0,-4.163053894E1,-1.738491821E1,-6.843612671E0,4.563082498E1
4.542676625E0,-4.112578201E1,-1.829185295E1,-7.148605347E0,4.557438303E1
4.552700625E0,-4.065799713E1,-1.929751396E1,-7.120101929E0,4.556492760E1
4.562725625E0,-4.053641891E1,-2.008847809E1,-7.102493286E0,4.579512661E1
4.572749625E0,-4.006520844E1,-2.103341675E1,-6.896064758E0,4.577314995E1
4.582774625E0,-3.937901306E1,-2.189851189E1,-6.682846069E0,4.555120113E1
4.592798625E0,-3.863380814E1,-2.291995621E1,-6.398277283E0,4.537437025E1
4.602823625E0,-3.799594879E1,-2.373048973E1,-5.550064087E0,4.514013158E1
4.612848625E0,-3.713530350E1,-2.454214668E1,-5.317283630E0,4.482879917E1
4.622872625E0,-3.635332108E1,-2.562134552E1,-4.945251465E0,4.474899788E1
4.632897625E0,-3.575779724E1,-2.655381775E1,-4.394462585E0,4.475529692E1
4.642921625E0,-3.491971970E1,-2.743157578E1,-3.384857178E0,4.453465427E1
4.652946625E0,-3.399191666E1,-2.868195343E1,-3.019775391E0,4.457828949E1
4.662971625E0,-3.304497147E1,-2.973349762E1,-2.320526123E0,4.451332229E1
4.672995625E0,-3.168619919E1,-3.063391113E1,-2.043174744E0,4.412058809E1
4.683020625E0,-3.065219498E1,-3.133679199E1,-1.075370789E0,4.384869453E1
4.693044625E0,-2.995868683E1,-3.245597839E1,-6.457748413E-1,4.417386643E1
4.703069625E0,-2.873550034E1,-3.311045837E1,-4.562377930E-1,4.384335282E1
4.713093625E0,-2.781215096E1,-3.404350662E1,-5.447387695E-3,4.395993760E1
4.723118625E0,-2.683242798E1,-3.471563721E1,2.602996826E-1,4.387735650E1
4.733143625E0,-2.562766075E1,-3.536614609E1,7.533721924E-1,4.368190534E1
4.743167625E0,-2.463774872E1,-3.593319321E1,1.242088318E0,4.358618840E1
4.753192625E0,-2.397804451E1,-3.622591019E1,2.265029907E0,4.350164994E1
4.763216625E0,-2.297367287E1,-3.677180862E1,3.006271362E0,4.346254965E1
4.773241625E0,-2.212578583E1,-3.730160522E1,3.453140259E0,4.350729052E1
4.783266625E0,-2.117631721E1,-3.771472168E1,4.074043274E0,4.344461383E1
4.793290625E0,-2.044426727E1,-3.787898636E1,4.404785156E0,4.326878556E1
4.803315625E0,-1.981256294E1,-3.809797287E1,5.080047607E0,4.324118489E1
4.813339625E0,-1.934245300E1,-3.858283234E1,5.271209717E0,4.348046793E1
4.823364625E0,-1.865181732E1,-3.859843826E1,5.766754150E0,4.325488619E1
4.833388625E0,-1.780071259E1,-3.894248962E1,6.497764587E0,4.330824184E1
4.843413625E0,-1.683048248E1,-3.925806046E1,6.429817200E0,4.319494184E1
4.853438625E0,-1.629963112E1,-3.959644318E1,6.855262756E0,4.336531926E1
4.863462625E0,-1.549658775E1,-3.984471512E1,7.002578735E0,4.332183819E1
4.873487625E0,-1.469720459E1,-3.978477478E1,7.335212708E0,4.304232188E1
4.883511625E0,-1.368375206E1,-4.003812408E1,7.479263306E0,4.296784647E1
4.893536625E0,-1.261927414E1,-4.016366577E1,7.460769653E0,4.275545827E1
4.903560625E0,-1.191631889E1,-4.034328079E1,7.572967529E0,4.274258764E1
4.913585625E0,-1.096375656E1,-4.047357178E1,7.856872559E0,4.266197858E1
4.923610625E0,-1.013078117E1,-4.055086899E1,8.416687012E0,4.263620906E1
4.933634625E0,-9.144739151E0,-4.082746506E1,8.262672424E0,4.264715597E1
4.943659625E0,-7.812139511E0,-4.108596039E1,8.280929565E0,4.263401763E1
4.953683625E0,-6.924478531E0,-4.106759644E1,7.759185791E0,4.236390969E1
4.963708625E0,-5.913911819E0,-4.140608215E1,7.675659180E0,4.252474263E1
4.973733625E0,-4.922016144E0,-4.131215286E1,7.349388123E0,4.224847598E1
4.983757625E0,-3.772569656E0,-4.146426773E1,7.294090271E0,4.226962897E1
4.993782625E0,-2.854192734E0,-4.183418655E1,6.766151428E0,4.247383178E1
5.003806625E0,-1.409729004E0,-4.179288101E1,6.190460205E0,4.227237912E1
5.013831625E0,-3.920955658E-1,-4.170133972E1,5.644866943E0,4.208348840E1
5.023855625E0,4.503841400E-1,-4.179814529E1,5.252525330E0,4.212928694E1
5.033880625E0,1.274332047E0,-4.176673889E1,4.369812012E0,4.201404119E1
5.043905625E0,2.017858505E0,-4.181060028E1,3.439575195E0,4.200034198E1
5.053929625E0,2.734872818E0,-4.192168808E1,2.760848999E0,4.210142216E1
5.063954625E0,3.513067245E0,-4.190365982E1,2.259834290E0,4.211134288E1
5.073978625E0,4.222711563E0,-4.175533295E1,1.033370972E0,4.198103117E1
5.084003625E0,4.962919235E0,-4.153084183E1,-3.935699463E-1,4.182817576E1
5.094027625E0,5.609716415E0,-4.154292679E1,-1.453445435E0,4.194515691E1
5.104052625E0,6.262926102E0,-4.136576843E1,-2.562347412E0,4.191558977E1
5.114077625E0,6.518785477E0,-4.122042465E1,-3.788635254E0,4.190431636E1
5.124101625E0,6.974123001E0,-4.103674698E1,-4.908889771E0,4.191360391E1
5.134126625E0,7.471445084E0,-4.070360184E1,-6.084442139E0,4.182853249E1
5.144150625E0,8.134355545E0,-4.066087723E1,-6.731498718E0,4.200937695E1
5.154175625E0,8.771097183E0,-4.052240753E1,-7.701728821E0,4.217006385E1
5.164200333E0,9.076784134E0,-4.014486313E1,-8.846366882E0,4.209817398E1
5.174224333E0,9.531957626E0,-3.965558243E1,-9.685974121E0,4.191946479E1
5.184249333E0,1.021259880E1,-3.946469498E1,-1.093833160E1,4.220671063E1
5.194273333E0,1.050816154E1,-3.895885849E1,-1.161652374E1,4.198997187E1
5.204298333E0,1.086222267E1,-3.828490067E1,-1.322265625E1,4.193518974E1
5.214322333E0,1.124497414E1,-3.783616638E1,-1.466698456E1,4.210873266E1
5.224347333E0,1.192650795E1,-3.651536179E1,-1.673887634E1,4.190230566E1
5.234372333E0,1.225625420E1,-3.605955887E1,-1.806154633E1,4.215123970E1
5.244396333E0,1.276346779E1,-3.535995102E1,-1.905617523E1,4.214700536E1
5.254421333E0,1.326493263E1,-3.489999008E1,-1.957079315E1,4.215428436E1
5.264445333E0,1.377748680E1,-3.446744919E1,-2.039286804E1,4.235201605E1
5.274470333E0,1.412212563E1,-3.380702591E1,-2.097229004E1,4.221594939E1
5.284494333E0,1.451630592E1,-3.328539276E1,-2.169642639E1,4.230100976E1
5.294519333E0,1.455998802E1,-3.273126221E1,-2.276866913E1,4.244692063E1
5.304544333E0,1.486554527E1,-3.213731384E1,-2.318816376E1,4.232590596E1
5.314568333E0,1.536481667E1,-3.127888107E1,-2.348352051E1,4.202287148E1
5.324593333E0,1.545063210E1,-3.071638489E1,-2.460131836E1,4.227816455E1
5.334617333E0,1.573880959E1,-3.000915146E1,-2.522776794E1,4.224570480E1
5.344642333E0,1.604836082E1,-2.903145409E1,-2.571483612E1,4.197175250E1
5.354666333E0,1.645443153E1,-2.808600616E1,-2.663722992E1,4.206083781E1
5.364691333E0,1.660867882E1,-2.714960861E1,-2.738018036E1,4.198361271E1
5.374716333E0,1.699288750E1,-2.630303574E1,-2.821686554E1,4.215209859E1
5.384740333E0,1.717259026E1,-2.529738235E1,-2.912368774E1,4.222611275E1
5.394765333E0,1.729389000E1,-2.452136421E1,-2.962556458E1,4.216693030E1
5.404789333E0,1.742523766E1,-2.352185440E1,-3.051508331E1,4.228577599E1
5.414814333E0,1.765522575E1,-2.254447937E1,-3.122210693E1,4.236484991E1
5.424839333E0,1.792117500E1,-2.131809235E1,-3.196680450E1,4.239700656E1
5.434863333E0,1.822118950E1,-2.019212532E1,-3.244948578E1,4.234032120E1
5.444888333E0,1.804543495E1,-1.904285812E1,-3.316413116E1,4.228625975E1
5.454912333E0,1.798161507E1,-1.809921837E1,-3.384887695E1,4.238710484E1
5.464937333E0,1.836188316E1,-1.688770485E1,-3.435372925E1,4.245623678E1
5.474961333E0,1.845364952E1,-1.565279579E1,-3.483701324E1,4.241656149E1
5.484986333E0,1.836666679E1,-1.454812527E1,-3.532048798E1,4.238536621E1
5.495011333E0,1.815085030E1,-1.353076839E1,-3.597187042E1,4.250306485E1
5.505035333E0,1.785206795E1,-1.239539337E1,-3.658932495E1,4.255726503E1
5.515060333E0,1.769455147E1,-1.142879009E1,-3.705413055E1,4.262303351E1
5.525084333E0,1.730987358E1,-1.056996346E1,-3.744884491E1,4.258840025E1
5.535109333E0,1.661381721E1,-9.597501755E0,-3.794709015E1,4.252190745E1
5.545133333E0,1.667856026E1,-8.522399902E0,-3.816067505E1,4.250932595E1
5.555158333E0,1.631667519E1,-7.164398193E0,-3.886677551E1,4.275732369E1
5.565183333E0,1.583352852E1,-5.863148689E0,-3.926641846E1,4.274258715E1
5.575207333E0,1.594766426E1,-4.856845856E0,-3.954277802E1,4.291326415E1
5.585232333E0,1.553559685E1,-3.674992561E0,-3.970549011E1,4.279469926E1
5.595256333E0,1.526040840E1,-2.567247391E0,-3.978668213E1,4.269017333E1
5.605281333E0,1.516428185E1,-1.225606918E0,-4.034978485E1,4.312264711E1
5.615305333E0,1.478851891E1,2.104701996E-1,-4.049308777E1,4.310956676E1
5.625330333E0,1.447632790E1,1.668381691E0,-4.057041931E1,4.310807917E1
5.635355333E0,1.398092079E1,3.094029427E0,-4.058792114E1,4.303973172E1
5.645379333E0,1.339143944E1,4.632403374E0,-4.061891174E1,4.301959789E1
5.655404333E0,1.276921272E1,5.990971565E0,-4.072597504E1,4.309929903E1
5.665428333E0,1.239206505E1,7.212988853E0,-4.068352509E1,4.313629212E1
5.675453333E0,1.192040443E1,8.581902504E0,-4.096507263E1,4.351875766E1
5.685478333E0,1.158344460E1,9.717179298E0,-4.087527466E1,4.358196692E1
5.695502333E0,1.086419487E1,1.054890919E1,-4.078037262E1,4.350113799E1
5.705527333E0,1.014173317E1,1.161964321E1,-4.051679993E1,4.335299224E1
5.715551333E0,9.369607925E0,1.292849064E1,-4.051941681E1,4.355179171E1
5.725576333E0,8.394128799E0,1.410830402E1,-4.007052612E1,4.330303343E1
5.735600333E0,7.610387802E0,1.536184216E1,-3.992960358E1,4.345431439E1
5.745625333E0,6.780378342E0,1.638593674E1,-3.967712402E1,4.345971265E1
5.755650333E0,5.860685349E0,1.756246185E1,-3.924137115E1,4.338977886E1
5.765674333E0,5.206602097E0,1.857472610E1,-3.890079498E1,4.342120456E1
5.775699333E0,4.790323257E0,1.945923233E1,-3.851174164E1,4.341385912E1
5.785723333E0,3.794145584E0,2.004825211E1,-3.798782349E1,4.312079181E1
5.795748333E0,3.340303421E0,2.068414688E1,-3.818493652E1,4.355549261E1
5.805772333E0,2.372207642E0,2.103522110E1,-3.764909363E1,4.319215376E1
5.815797333E0,1.488100052E0,2.140681839E1,-3.751286316E1,4.321667754E1
5.825822333E0,9.586200714E-1,2.191578293E1,-3.741748047E1,4.337382089E1
5.835846333E0,2.211799622E-1,2.248726654E1,-3.679797363E1,4.312559496E1
5.845871333E0,-7.535209656E-1,2.271653748E1,-3.653844452E1,4.303099809E1
5.855895333E0,-1.349393845E0,2.328785706E1,-3.590300751E1,4.281554739E1
5.865920333E0,-1.952011108E0,2.355645370E1,-3.548774719E1,4.263914937E1
5.875944333E0,-2.670270920E0,2.407117462E1,-3.559204102E1,4.305049568E1
5.885969333E0,-3.182569504E0,2.423885727E1,-3.501193237E1,4.270229922E1
5.895994333E0,-3.838314056E0,2.454739761E1,-3.469645691E1,4.267495175E1
5.906018333E0,-4.210245132E0,2.462889099E1,-3.456114197E1,4.264716837E1
5.916043333E0,-4.649780273E0,2.470434952E1,-3.418750000E1,4.243477934E1
5.926067333E0,-4.996744156E0,2.483506393E1,-3.426323700E1,4.261123399E1
5.936092333E0,-5.434206009E0,2.474790955E1,-3.396327972E1,4.237326978E1
5.946116333E0,-5.847581863E0,2.457987595E1,-3.393159485E1,4.230505459E1
5.956141333E0,-6.310199738E0,2.453518677E1,-3.361167145E1,4.208964799E1
5.966166333E0,-6.732141495E0,2.440803528E1,-3.384432983E1,4.226715719E1
5.976190333E0,-7.107851028E0,2.417263031E1,-3.383363342E1,4.218474076E1
5.986215333E0,-7.563743591E0,2.366927338E1,-3.389466095E1,4.202728590E1
5.996239333E0,-8.043134689E0,2.345983124E1,-3.360060120E1,4.176189768E1
6.006264333E0,-8.266378403E0,2.292217636E1,-3.405135345E1,4.187187425E1
6.016288333E0,-8.566858292E0,2.222073746E1,-3.419056702E1,4.166709862E1
6.026313333E0,-8.773403168E0,2.186069107E1,-3.427097321E1,4.158559873E1
6.036338333E0,-8.924022675E0,2.102845001E1,-3.474763489E1,4.158403565E1
6.046362333E0,-9.286588669E0,2.051726913E1,-3.503640747E1,4.165031705E1
6.056387333E0,-9.445678711E0,2.002496719E1,-3.507329559E1,4.147717711E1
6.066411333E0,-9.477235794E0,1.935212326E1,-3.511334229E1,4.119793052E1
6.076436333E0,-9.696491241E0,1.881423950E1,-3.530030823E1,4.115955917E1
6.086460333E0,-9.766643524E0,1.813291550E1,-3.548625183E1,4.103003801E1
6.096485333E0,-9.419919968E0,1.722903824E1,-3.628554535E1,4.125791381E1
6.106510333E0,-9.763118744E0,1.640154648E1,-3.626579285E1,4.098215399E1
6.116534333E0,-9.794973373E0,1.539243984E1,-3.691989899E1,4.118188496E1
6.126559333E0,-1.003025055E1,1.420390606E1,-3.697845459E1,4.086273336E1
6.136583333E0,-1.027841949E1,1.287009907E1,-3.739390564E1,4.086061106E1
6.146608333E0,-1.016182899E1,1.141895962E1,-3.778185272E1,4.075688656E1
6.156632333E0,-9.940574646E0,1.026298809E1,-3.820688629E1,4.079105428E1
6.166657208E0,-9.798889160E0,8.978554726E0,-3.805599213E1,4.030993935E1
6.176682208E0,-9.402910233E0,7.543618202E0,-3.873608398E1,4.056852350E1
6.186706208E0,-9.203615189E0,6.548071861E0,-3.932660675E1,4.091657092E1
6.196731208E0,-8.826955795E0,5.328553200E0,-3.963113403E1,4.095040186E1
6.206755208E0,-8.734895706E0,3.792735100E0,-4.010688782E1,4.122190792E1
6.216780208E0,-8.623397827E0,2.286450386E0,-3.995390320E1,4.093782146E1
6.226805208E0,-8.530097961E0,6.302652359E-1,-3.996649170E1,4.087150920E1
6.236829208E0,-7.986082077E0,-9.780998230E-1,-3.977017975E1,4.057587194E1
