"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
1.350464308E1,-1.553595428E2,8.326398468E1,1.194892883E0,1.762694144E2
1.351466808E1,-1.522435760E2,8.309859467E1,1.650794983E0,1.734537633E2
1.352469208E1,-1.489872284E2,8.245634460E1,2.478240967E0,1.703008651E2
1.353471708E1,-1.450807800E2,8.150155640E1,3.170753479E0,1.664361442E2
1.354474108E1,-1.353886719E2,7.875475311E1,4.152595520E0,1.566832718E2
1.355476608E1,-1.297641296E2,7.708859253E1,4.391090393E0,1.509988812E2
1.356479108E1,-1.242828064E2,7.471945953E1,4.256065369E0,1.450769716E2
1.357481508E1,-1.182954178E2,7.230261993E1,4.136856079E0,1.387032382E2
1.358484008E1,-1.117883377E2,6.947461700E1,3.848007202E0,1.316744547E2
1.359486408E1,-1.051364975E2,6.601908112E1,3.308410645E0,1.241899664E2
1.360488908E1,-9.880564117E1,6.234666824E1,2.179153442E0,1.168520880E2
1.361491308E1,-9.239810944E1,5.851818466E1,8.632431030E-1,1.093733686E2
1.362493808E1,-8.684320831E1,5.486382675E1,-8.726119995E-1,1.027255750E2
1.363496308E1,-8.140020752E1,5.127709579E1,-2.411849976E0,9.623487599E1
1.364498708E1,-7.592002106E1,4.753694916E1,-3.996490479E0,8.966372214E1
1.365501208E1,-7.112947845E1,4.370964050E1,-5.263008118E0,8.365186568E1
1.366503608E1,-6.679949951E1,4.015044785E1,-6.677833557E0,7.822291901E1
1.367506108E1,-6.271562958E1,3.682690048E1,-8.071563721E0,7.317527542E1
1.368508508E1,-5.938258743E1,3.332369614E1,-9.337677002E0,6.873101648E1
1.369511008E1,-5.640334702E1,2.995983505E1,-1.033617401E1,6.469749426E1
1.370513508E1,-5.388850021E1,2.716718674E1,-1.098978424E1,6.134168116E1
1.371515908E1,-5.145300293E1,2.431635666E1,-1.176353455E1,5.811262734E1
1.372518408E1,-4.973665619E1,2.135541534E1,-1.215370178E1,5.547523051E1
1.373520808E1,-4.761425400E1,1.850873566E1,-1.296820068E1,5.270545236E1
1.374523308E1,-4.603633881E1,1.588974094E1,-1.351190186E1,5.054107092E1
1.375525708E1,-4.455461884E1,1.358567715E1,-1.391136932E1,4.861286743E1
1.376528208E1,-4.323913574E1,1.133506107E1,-1.447892761E1,4.698665570E1
1.377530708E1,-4.230945206E1,9.294907570E0,-1.467206573E1,4.573570326E1
1.378533108E1,-4.119794846E1,7.218071938E0,-1.513298798E1,4.447897081E1
1.379535608E1,-4.044298935E1,4.986954689E0,-1.550796509E1,4.360048263E1
1.380538008E1,-3.941581726E1,3.152878761E0,-1.577407837E1,4.257192553E1
1.381540508E1,-3.870339584E1,1.642877579E0,-1.575312805E1,4.181881084E1
1.382542908E1,-3.810710907E1,-2.482175827E-1,-1.597716522E1,4.132170352E1
1.383545408E1,-3.750877380E1,-1.932970047E0,-1.603986359E1,4.084019722E1
1.384547908E1,-3.700633240E1,-3.475455284E0,-1.628756714E1,4.058118123E1
1.385550308E1,-3.649046326E1,-5.201369286E0,-1.612387085E1,4.023167114E1
1.386552808E1,-3.599750519E1,-6.993799686E0,-1.624752808E1,4.010879931E1
1.387555208E1,-3.561682510E1,-8.265802383E0,-1.608325195E1,3.994437023E1
1.388557708E1,-3.517425537E1,-9.680717468E0,-1.595834351E1,3.981975966E1
1.389560108E1,-3.484035492E1,-1.075233650E1,-1.559560394E1,3.965710445E1
1.390562608E1,-3.469682312E1,-1.191784859E1,-1.583579254E1,3.995844060E1
1.391565108E1,-3.441760254E1,-1.307256508E1,-1.528063965E1,3.986177706E1
1.392567508E1,-3.392907715E1,-1.419816303E1,-1.540318298E1,3.987515712E1
1.393570008E1,-3.354673386E1,-1.525697422E1,-1.523326111E1,3.987744800E1
1.394572408E1,-3.323354340E1,-1.617376709E1,-1.517738342E1,3.995512628E1
1.395574908E1,-3.294107437E1,-1.725593567E1,-1.477820587E1,4.001596013E1
1.396577308E1,-3.255458069E1,-1.814528656E1,-1.438208008E1,3.994867176E1
1.397579808E1,-3.238309860E1,-1.916888618E1,-1.415399933E1,4.020506149E1
1.398582208E1,-3.234209061E1,-1.992069244E1,-1.376528931E1,4.040207918E1
1.399584708E1,-3.226102448E1,-2.083732605E1,-1.323764038E1,4.062269046E1
1.400587208E1,-3.173847961E1,-2.181330490E1,-1.345462036E1,4.079433990E1
1.401589608E1,-3.157167053E1,-2.268558502E1,-1.315051270E1,4.104073747E1
1.402592108E1,-3.141986084E1,-2.353078461E1,-1.270625305E1,4.125959702E1
1.403594508E1,-3.112417793E1,-2.399388123E1,-1.237817383E1,4.120242682E1
1.404597008E1,-3.064220047E1,-2.476884270E1,-1.205973053E1,4.120530450E1
1.405599408E1,-3.045759583E1,-2.563820648E1,-1.155826569E1,4.145571469E1
1.406601908E1,-3.006174850E1,-2.649527359E1,-1.123091125E1,4.161540116E1
1.407604408E1,-2.985211945E1,-2.721999741E1,-1.091213226E1,4.184676720E1
1.408606808E1,-2.940787506E1,-2.782634163E1,-1.072497559E1,4.188261579E1
1.409609308E1,-2.896992874E1,-2.842049026E1,-1.008621216E1,4.181761248E1
1.410611708E1,-2.879239845E1,-2.913574982E1,-9.523277283E0,4.205457093E1
1.411614208E1,-2.865926933E1,-2.961322212E1,-9.011505127E0,4.218416608E1
1.412616608E1,-2.836371994E1,-3.024814224E1,-8.466804504E0,4.232183239E1
1.413619108E1,-2.818310547E1,-3.084074783E1,-7.757736206E0,4.249260679E1
1.414621608E1,-2.776000023E1,-3.118988419E1,-7.716682434E0,4.246143752E1
1.415624008E1,-2.726400375E1,-3.169709396E1,-6.906822205E0,4.237612369E1
1.416626508E1,-2.690747833E1,-3.205039597E1,-6.693717957E0,4.237978447E1
1.417628937E1,-2.653402519E1,-3.276906586E1,-6.229934692E0,4.262250880E1
1.418631438E1,-2.644802856E1,-3.300433350E1,-5.205337524E0,4.261314097E1
1.419633837E1,-2.617824936E1,-3.361019516E1,-5.042304993E0,4.289954310E1
1.420636338E1,-2.571409225E1,-3.399939728E1,-4.483215332E0,4.286342002E1
1.421638838E1,-2.498742676E1,-3.449559021E1,-4.145050049E0,4.279601243E1
1.422641238E1,-2.463664055E1,-3.496669388E1,-3.705039978E0,4.293438086E1
1.423643738E1,-2.427348709E1,-3.508855820E1,-3.135711670E0,4.278132513E1
1.424646138E1,-2.386863136E1,-3.555145645E1,-2.869506836E0,4.291679961E1
1.425648638E1,-2.359493637E1,-3.588431549E1,-2.329605103E0,4.300967543E1
1.426651038E1,-2.326642227E1,-3.605824661E1,-1.964286804E0,4.295790936E1
1.427653538E1,-2.283227730E1,-3.622541428E1,-1.689605713E0,4.285380139E1
1.428656037E1,-2.238476181E1,-3.652428818E1,-9.860916138E-1,4.284942899E1
1.429658437E1,-2.225346565E1,-3.675050354E1,-7.887878418E-1,4.297020398E1
1.430660937E1,-2.204871178E1,-3.691575241E1,-1.939315796E-1,4.299948926E1
1.431663337E1,-2.166220474E1,-3.714300537E1,4.401473999E-1,4.300055455E1
1.432665838E1,-2.109939384E1,-3.743478012E1,9.396286011E-1,4.298174130E1
1.433668237E1,-2.071721268E1,-3.764002609E1,1.257759094E0,4.298321095E1
1.434670738E1,-2.033125305E1,-3.787392807E1,1.815765381E0,4.302431036E1
1.435673238E1,-1.992950058E1,-3.821221924E1,2.115585327E0,4.314897906E1
1.436675638E1,-1.968176270E1,-3.825985718E1,2.978927612E0,4.312844147E1
1.437678138E1,-1.896545410E1,-3.821144867E1,3.079154968E0,4.277013507E1
1.438680538E1,-1.883341217E1,-3.829275894E1,3.791610718E0,4.284167496E1
1.439683038E1,-1.840128517E1,-3.847592926E1,4.119079590E0,4.284823503E1
1.440685438E1,-1.818438721E1,-3.879015350E1,4.444122314E0,4.307085058E1
1.441687937E1,-1.755432510E1,-3.895741653E1,4.831443787E0,4.300206369E1
1.442690437E1,-1.728310394E1,-3.913807678E1,4.983146667E0,4.307350098E1
1.443692837E1,-1.705082703E1,-3.914066696E1,5.429870605E0,4.303726301E1
1.444695338E1,-1.646234512E1,-3.936170959E1,5.581108093E0,4.302908036E1
1.445697737E1,-1.614943314E1,-3.938735199E1,6.554862976E0,4.307126555E1
1.446700238E1,-1.559777832E1,-3.949846268E1,7.327384949E0,4.309419697E1
1.447702637E1,-1.531167984E1,-3.956117630E1,7.504035950E0,4.307951677E1
1.448705138E1,-1.484674168E1,-3.964908218E1,7.480957031E0,4.299348991E1
1.449707638E1,-1.419190025E1,-3.991362000E1,8.186828613E0,4.314546624E1
1.450710038E1,-1.414836216E1,-3.999203110E1,8.236190796E0,4.321311771E1
1.451712538E1,-1.358281326E1,-4.015547180E1,8.485229492E0,4.323139891E1
1.452714938E1,-1.315583038E1,-4.031964874E1,8.706886292E0,4.329618709E1
1.453717438E1,-1.297478104E1,-4.030313873E1,8.779014587E0,4.324071035E1
1.454719838E1,-1.240193748E1,-4.039998245E1,9.168075562E0,4.324373070E1
1.455722337E1,-1.198963547E1,-4.045706177E1,9.216651917E0,4.319110878E1
1.456724837E1,-1.168925095E1,-4.040903473E1,8.880050659E0,4.299283632E1
1.457727237E1,-1.100130463E1,-4.046524811E1,9.116973877E0,4.291368337E1
1.458729738E1,-1.060661888E1,-4.070202255E1,9.034156799E0,4.302058801E1
1.459732137E1,-1.010228348E1,-4.082076263E1,8.694229126E0,4.294159305E1
1.460734638E1,-9.685768127E0,-4.092866516E1,8.367599487E0,4.288340538E1
1.461737037E1,-9.212039948E0,-4.078135681E1,8.377929688E0,4.264000996E1
1.462739538E1,-8.909662247E0,-4.073576355E1,8.255737305E0,4.250813701E1
1.463742038E1,-8.514156342E0,-4.103119659E1,8.154754639E0,4.269133373E1
1.464744438E1,-8.170183182E0,-4.125774384E1,7.620773315E0,4.274376569E1
1.465746938E1,-7.745395660E0,-4.150395966E1,7.124382019E0,4.281736377E1
1.466749338E1,-7.562242508E0,-4.147936249E1,6.983055115E0,4.273743187E1
1.467751837E1,-7.151470184E0,-4.161286163E1,6.742668152E0,4.275789229E1
1.468754238E1,-7.078247070E0,-4.170398331E1,6.481620789E0,4.279410255E1
1.469756737E1,-6.598728180E0,-4.196323776E1,6.370971680E0,4.295399652E1
1.470759138E1,-6.230504990E0,-4.195847321E1,6.148376465E0,4.286181517E1
1.471761637E1,-5.964836121E0,-4.200823593E1,5.730384827E0,4.281481597E1
1.472764138E1,-5.946468353E0,-4.213297653E1,5.421325684E0,4.289450978E1
1.473766537E1,-5.293376923E0,-4.198278809E1,5.020378113E0,4.261195291E1
1.474769038E1,-5.227741241E0,-4.195389557E1,5.311096191E0,4.261063687E1
1.475771437E1,-4.841999054E0,-4.196414185E1,4.704704285E0,4.250374569E1
1.476773938E1,-4.672382355E0,-4.204584122E1,4.538208008E0,4.254737656E1
1.477776338E1,-4.218469620E0,-4.215443420E1,4.632164001E0,4.261747004E1
1.478778838E1,-3.967634201E0,-4.207032776E1,4.278152466E0,4.247301717E1
1.479781338E1,-3.647949219E0,-4.217965317E1,4.327590942E0,4.255771044E1
1.480783738E1,-3.304094315E0,-4.233933640E1,4.032386780E0,4.265907393E1
1.481786237E1,-2.948568344E0,-4.236376190E1,3.140739441E0,4.258223364E1
1.482788638E1,-2.739685059E0,-4.237043762E1,2.549491882E0,4.253539429E1
1.483791137E1,-2.531778336E0,-4.219408035E1,2.121429443E0,4.232317074E1
1.484793538E1,-2.041303635E0,-4.243738556E1,1.709350586E0,4.252082423E1
1.485796037E1,-1.971145630E0,-4.242377090E1,1.533676147E0,4.249722244E1
1.486798538E1,-1.495971680E0,-4.245490265E1,8.979263306E-1,4.249073972E1
1.487800937E1,-1.073226929E0,-4.245978928E1,3.430938721E-1,4.247473643E1
1.488803438E1,-5.888614655E-1,-4.235907364E1,5.444335938E-2,4.236320150E1
1.489805837E1,-3.183116913E-1,-4.237515259E1,-4.756927490E-2,4.237637481E1
1.490808338E1,-1.256980896E-1,-4.222371674E1,-5.300979614E-1,4.222723125E1
1.491810738E1,-2.287464142E-1,-4.224037170E1,-9.601058960E-1,4.225190090E1
1.492813238E1,2.179889679E-1,-4.241571426E1,-1.682884216E0,4.244964588E1
1.493815737E1,6.127338409E-1,-4.239136124E1,-1.921424866E0,4.243930753E1
1.494818138E1,9.518508911E-1,-4.215073776E1,-1.790428162E0,4.219948278E1
1.495820637E1,1.314094543E0,-4.201128006E1,-2.169128418E0,4.208776087E1
1.496823038E1,1.588977814E0,-4.205497742E1,-2.072059631E0,4.213596335E1
1.497825537E1,1.749353409E0,-4.214407730E1,-1.952980042E0,4.222555648E1
1.498827938E1,2.159975052E0,-4.211949539E1,-1.976814270E0,4.222114611E1
1.499830437E1,2.433059692E0,-4.207411575E1,-2.263137817E0,4.220512752E1
1.500832837E1,2.649644852E0,-4.200085831E1,-2.223640442E0,4.214305747E1
1.501835337E1,3.092298508E0,-4.208399200E1,-2.288520813E0,4.225946072E1
1.502837838E1,3.178308487E0,-4.188659668E1,-2.394462585E0,4.207519551E1
1.503840238E1,3.240743637E0,-4.171445465E1,-2.418075562E0,4.190996583E1
1.504842738E1,3.613161087E0,-4.186836624E1,-2.741462708E0,4.211330719E1
1.505845138E1,3.438669205E0,-4.180950546E1,-2.759140015E0,4.204131357E1
1.506847638E1,3.840635300E0,-4.186975479E1,-2.896476746E0,4.214518268E1
1.507850038E1,4.291830063E0,-4.193859100E1,-3.019157410E0,4.226559513E1
1.508852538E1,4.395814896E0,-4.183871841E1,-3.349205017E0,4.220211750E1
1.509855037E1,4.578790665E0,-4.178874588E1,-3.537918091E0,4.218745632E1
1.510857438E1,4.890665054E0,-4.163941574E1,-3.386024475E0,4.206215294E1
1.511859937E1,4.986829758E0,-4.163022995E1,-3.510154724E0,4.207452558E1
1.512862337E1,5.331396103E0,-4.170796585E1,-3.611984253E0,4.220218750E1
1.513864837E1,5.160142899E0,-4.160990524E1,-3.776489258E0,4.209837479E1
1.514867237E1,5.527509689E0,-4.134132385E1,-3.822456360E0,4.188400165E1
1.515869737E1,5.528264999E0,-4.138331985E1,-3.698837280E0,4.191446377E1
1.516872238E1,5.921140671E0,-4.130307388E1,-3.847549438E0,4.190235621E1
1.517874621E1,5.713468552E0,-4.141321564E1,-4.020393372E0,4.199835372E1
1.518877121E1,5.865682602E0,-4.144966125E1,-3.912513733E0,4.204507598E1
1.519879521E1,5.987272263E0,-4.130598831E1,-3.842613220E0,4.191417154E1
1.520882021E1,5.931058884E0,-4.136576462E1,-4.060379028E0,4.198560015E1
1.521884421E1,5.992582321E0,-4.143317413E1,-3.977752686E0,4.205284150E1
1.522886921E1,6.417161942E0,-4.117029190E1,-4.217117310E0,4.188026959E1
1.523889421E1,6.759050369E0,-4.137470627E1,-3.974037170E0,4.211109179E1
1.524891821E1,6.805826187E0,-4.125761414E1,-4.358940125E0,4.204176915E1
1.525894321E1,6.758356094E0,-4.124793243E1,-4.562057495E0,4.204616125E1
1.526896721E1,6.897333145E0,-4.121996307E1,-4.530960083E0,4.203793715E1
1.527899221E1,7.006357193E0,-4.138209534E1,-4.509521484E0,4.221258864E1
1.528901621E1,6.974706650E0,-4.088908768E1,-4.638778687E0,4.173825933E1
1.529904121E1,6.986383438E0,-4.085252762E1,-4.875587463E0,4.173140208E1
1.530906621E1,7.022706985E0,-4.085882568E1,-4.954238892E0,4.175292244E1
1.531909021E1,7.283872604E0,-4.086265945E1,-4.874206543E0,4.179198042E1
1.532911521E1,7.354467392E0,-4.078121567E1,-5.260765076E0,4.177165775E1
1.533913921E1,7.487672806E0,-4.099184418E1,-5.384231567E0,4.201650250E1
1.534916421E1,7.836297989E0,-4.097990036E1,-5.344573975E0,4.206333642E1
1.535918821E1,7.687738419E0,-4.108373642E1,-5.626609802E0,4.217384803E1
1.536921321E1,7.803659439E0,-4.097338104E1,-5.409156799E0,4.205917298E1
1.537923721E1,7.811349869E0,-4.091130829E1,-5.506858826E0,4.201282931E1
1.538926221E1,7.975442886E0,-4.108384323E1,-5.893867493E0,4.226378518E1
1.539928721E1,8.064958572E0,-4.090305710E1,-5.434318542E0,4.204325695E1
1.540931121E1,8.163324356E0,-4.087822723E1,-5.386962891E0,4.203199609E1
1.541933621E1,8.109701157E0,-4.089204407E1,-5.642776489E0,4.206860406E1
1.542936021E1,8.082635880E0,-4.075669861E1,-6.060707092E0,4.199011377E1
1.543938521E1,8.488759995E0,-4.076898193E1,-6.112365723E0,4.208954679E1
1.544940921E1,8.559350967E0,-4.085330963E1,-5.771598816E0,4.213747441E1
1.545943421E1,8.700029373E0,-4.064106750E1,-5.942298889E0,4.198449470E1
1.546945921E1,8.719076157E0,-4.057499313E1,-6.253540039E0,4.196974053E1
1.547948321E1,8.582895279E0,-4.046637344E1,-6.220031738E0,4.183159411E1
1.548950821E1,8.739252090E0,-4.069919968E1,-6.030944824E0,4.206152252E1
1.549953221E1,8.665346146E0,-4.068136597E1,-6.211952209E0,4.205532203E1
1.550955721E1,8.665346146E0,-4.049194336E1,-6.464607239E0,4.191034297E1
1.551958121E1,8.563402176E0,-4.057247162E1,-6.456588745E0,4.196599633E1
1.552960621E1,8.862291336E0,-4.059652710E1,-6.505310059E0,4.205873606E1
1.553963121E1,8.753545761E0,-4.048061371E1,-6.466735840E0,4.191805485E1
1.554965521E1,9.059156418E0,-4.038519287E1,-6.625976562E0,4.191581663E1
1.555968021E1,9.376562119E0,-4.027984619E1,-6.778709412E0,4.190867246E1
1.556970421E1,9.193529129E0,-4.022606659E1,-6.689926147E0,4.180206362E1
1.557972921E1,9.168096542E0,-4.014754486E1,-6.391853333E0,4.167415436E1
1.558975321E1,9.350675583E0,-4.012216187E1,-6.549232483E0,4.171469109E1
1.559977821E1,9.171655655E0,-3.988061523E1,-6.593788147E0,4.144949675E1
1.560980221E1,9.153158188E0,-3.978435898E1,-7.113777161E0,4.143888693E1
1.561982721E1,9.216882706E0,-3.997074509E1,-6.999679565E0,4.161258107E1
1.562985221E1,9.399217606E0,-3.996641541E1,-7.157569885E0,4.167601779E1
1.563987621E1,9.532075882E0,-3.994957352E1,-7.269508362E0,4.170940717E1
1.564990121E1,9.521093369E0,-3.982159424E1,-7.147384644E0,4.156315308E1
1.565992521E1,9.657125473E0,-3.982527542E1,-7.099548340E0,4.158985719E1
1.566995021E1,9.780889511E0,-3.986091614E1,-7.115478516E0,4.165559350E1
1.567997421E1,9.740770340E0,-3.981319427E1,-7.072395325E0,4.159317036E1
1.568999921E1,9.838140488E0,-3.976978683E1,-7.135124207E0,4.158527324E1
1.570002421E1,9.712854385E0,-3.990332794E1,-7.239181519E0,4.170156916E1
1.571004821E1,9.844430923E0,-3.992303848E1,-7.080581665E0,4.172405132E1
1.572007321E1,9.577768326E0,-3.988875198E1,-7.134704590E0,4.163832598E1
1.573009721E1,9.495370865E0,-3.996888351E1,-7.023696899E0,4.167740437E1
1.574012221E1,9.754991531E0,-4.017086792E1,-7.391883850E0,4.199402858E1
1.575014621E1,9.608980179E0,-3.991283798E1,-7.360382080E0,4.170782133E1
1.576017121E1,9.809637070E0,-4.004861450E1,-7.172615051E0,4.185172529E1
1.577019621E1,9.574197769E0,-3.972369003E1,-7.201942444E0,4.149102057E1
1.578022021E1,9.785188675E0,-3.972850800E1,-7.453994751E0,4.158925706E1
1.579024521E1,9.651433945E0,-3.957823563E1,-7.242462158E0,4.137680716E1
1.580026921E1,9.821763992E0,-3.974365616E1,-7.302864075E0,4.158553927E1
1.581029421E1,9.911874771E0,-3.962819672E1,-7.707099915E0,4.156968397E1
1.582031821E1,1.006525993E1,-3.969709396E1,-7.761215210E0,4.168219270E1
1.583034321E1,1.017212868E1,-3.981940079E1,-7.387153625E0,4.175675897E1
1.584036721E1,1.004266930E1,-3.965830231E1,-7.771568298E0,4.164172694E1
1.585039221E1,1.002660942E1,-3.966169357E1,-7.801612854E0,4.164670451E1
1.586041721E1,9.992662430E0,-3.962552261E1,-7.632156372E0,4.157264913E1
1.587044121E1,9.657629013E0,-3.977917480E1,-7.930381775E0,4.169584513E1
1.588046621E1,9.785943985E0,-3.977558517E1,-8.234252930E0,4.178115361E1
1.589049021E1,9.571844101E0,-3.969086075E1,-8.200073242E0,4.164403712E1
1.590051521E1,9.911623001E0,-3.957581711E1,-8.191589355E0,4.161235041E1
1.591053921E1,9.977346420E0,-3.972038269E1,-8.080795288E0,4.174392764E1
1.592056421E1,1.002420616E1,-3.951408386E1,-8.404037476E0,4.162301501E1
1.593058921E1,9.661485672E0,-3.959163284E1,-8.429634094E0,4.161610779E1
1.594061321E1,9.488859177E0,-3.944075012E1,-8.523254395E0,4.145186466E1
1.595063821E1,9.843248367E0,-3.939191437E1,-8.222518921E0,4.142731313E1
1.596066221E1,9.671899796E0,-3.940602493E1,-8.449012756E0,4.144594387E1
1.597068721E1,9.499780655E0,-3.926757812E1,-8.790000916E0,4.134552745E1
1.598071121E1,9.639162064E0,-3.936286545E1,-8.844642639E0,4.147983034E1
1.599073621E1,9.466012955E0,-3.934696579E1,-8.592491150E0,4.137172975E1
1.600076021E1,9.723363876E0,-3.952642822E1,-8.900352478E0,4.166651662E1
1.601078521E1,9.545015335E0,-3.936550522E1,-8.991516113E0,4.149213999E1
1.602081021E1,9.738241196E0,-3.925362015E1,-8.998863220E0,4.143259074E1
1.603083421E1,9.393720627E0,-3.912240982E1,-9.063949585E0,4.124269777E1
1.604085921E1,9.433740616E0,-3.929201126E1,-8.792716980E0,4.135419547E1
1.605088321E1,9.536554337E0,-3.933928680E1,-8.742759705E0,4.141209005E1
1.606090821E1,9.570486069E0,-3.943593216E1,-8.851409912E0,4.153473734E1
1.607093221E1,9.555517197E0,-3.939401245E1,-8.986824036E0,4.152058685E1
1.608095721E1,9.616456985E0,-3.930237579E1,-9.214744568E0,4.149776507E1
1.609098221E1,9.581003189E0,-3.932843781E1,-9.307014465E0,4.153483069E1
1.610100621E1,9.546022415E0,-3.950710678E1,-9.113853455E0,4.165333546E1
1.611103121E1,9.279802322E0,-3.948843384E1,-9.070137024E0,4.156583361E1
1.612105521E1,9.100561142E0,-3.959811020E1,-9.159317017E0,4.165001360E1
1.613108021E1,9.191957474E0,-3.942623138E1,-9.173309326E0,4.150987120E1
1.614110421E1,8.636564255E0,-3.940586090E1,-9.345344543E0,4.140951074E1
1.615112921E1,8.650266647E0,-3.930004883E1,-9.610244751E0,4.137242747E1
1.616115421E1,8.419832230E0,-3.940623093E1,-9.885444641E0,4.149056069E1
1.617117750E1,8.034128189E0,-3.940227127E1,-9.940246582E0,4.142335934E1
1.618120250E1,7.726610184E0,-3.938669205E1,-9.789749146E0,4.131405576E1
1.619122650E1,7.714078903E0,-3.947547150E1,-9.920295715E0,4.142743210E1
1.620125150E1,7.368513107E0,-3.969447708E1,-1.017565155E1,4.163520602E1
1.621127550E1,7.292135239E0,-3.961100006E1,-1.017393494E1,4.154173220E1
1.622130050E1,7.209203720E0,-3.968095779E1,-1.082209015E1,4.175725883E1
1.623132550E1,6.978273392E0,-3.948448181E1,-1.060927582E1,4.147622616E1
1.624134950E1,6.630838394E0,-3.945071030E1,-1.093378448E1,4.147136607E1
1.625137450E1,6.754083633E0,-3.945693588E1,-1.146070862E1,4.163910754E1
1.626139850E1,6.381547928E0,-3.948510361E1,-1.147270203E1,4.161034069E1
1.627142350E1,5.957975388E0,-3.957232666E1,-1.171867371E1,4.169884676E1
1.628144750E1,5.905820847E0,-3.949821854E1,-1.199356842E1,4.169932459E1
1.629147250E1,5.540693283E0,-3.967673874E1,-1.207202911E1,4.184108945E1
1.630149650E1,5.107496262E0,-3.962542725E1,-1.203572083E1,4.172672499E1
1.631152150E1,4.808118820E0,-3.949176407E1,-1.224345398E1,4.162474746E1
1.632154650E1,4.533060074E0,-3.955887604E1,-1.253646088E1,4.174465425E1
1.633157050E1,4.464056015E0,-3.955699539E1,-1.266518402E1,4.177428116E1
1.634159550E1,4.217645645E0,-3.953080750E1,-1.274488831E1,4.174811917E1
1.635161950E1,3.883775711E0,-3.973596573E1,-1.261727142E1,4.187154433E1
1.636164450E1,3.389455795E0,-3.952286148E1,-1.259420776E1,4.161921503E1
1.637166850E1,3.252096176E0,-3.964259720E1,-1.258073425E1,4.171793998E1
1.638169350E1,2.888753891E0,-3.963231277E1,-1.286149597E1,4.176701083E1
1.639171850E1,2.658796310E0,-3.970772171E1,-1.275654602E1,4.179116925E1
1.640174250E1,2.286596298E0,-3.952128601E1,-1.305130005E1,4.168329406E1
1.641176750E1,2.023921967E0,-3.950924683E1,-1.296522522E1,4.163140533E1
1.642179150E1,2.046598434E0,-3.983811569E1,-1.240785217E1,4.177581624E1
1.643181650E1,1.794048309E0,-3.987366104E1,-1.231951904E1,4.177197630E1
1.644184050E1,1.584487915E0,-3.979828644E1,-1.236846924E1,4.170603358E1
1.645186550E1,1.534582138E0,-3.964831924E1,-1.230941010E1,4.154354027E1
1.646188950E1,1.514297485E0,-3.984838486E1,-1.217435455E1,4.169414565E1
1.647191450E1,1.321216583E0,-4.013519669E1,-1.217588043E1,4.196226508E1
1.648193950E1,1.455831528E0,-4.002961731E1,-1.209820557E1,4.184323464E1
1.649196350E1,1.298692703E0,-4.021278763E1,-1.178173065E1,4.192331176E1
1.650198850E1,1.175832748E0,-4.024413681E1,-1.131227112E1,4.182033725E1
1.651201250E1,1.408536911E0,-4.031504059E1,-1.112091064E1,4.184448742E1
1.652203750E1,1.090621948E0,-4.048586273E1,-1.103214264E1,4.197621599E1
1.653206150E1,1.178857803E0,-4.057181168E1,-1.090978241E1,4.202957245E1
1.654208650E1,1.089591980E0,-4.058225632E1,-1.059392548E1,4.195638206E1
1.655211150E1,1.241712570E0,-4.057430267E1,-1.027342987E1,4.187313278E1
1.656213550E1,1.266483307E0,-4.069891739E1,-1.012327576E1,4.195815259E1
1.657216050E1,1.208244324E0,-4.061452484E1,-1.014574432E1,4.188001445E1
1.658218450E1,1.342550278E0,-4.060432434E1,-1.001367950E1,4.184241118E1
1.659220950E1,1.400979996E0,-4.072443390E1,-1.021662140E1,4.200977998E1
1.660223350E1,1.478128433E0,-4.092361450E1,-9.581275940E0,4.205624729E1
1.661225850E1,1.243570328E0,-4.055706787E1,-9.425064087E0,4.165638072E1
1.662228250E1,1.093633652E0,-4.084337616E1,-9.381179810E0,4.192116345E1
1.663230750E1,1.125003815E0,-4.083110428E1,-9.114051819E0,4.185105316E1
1.664233250E1,9.990749359E-1,-4.053340149E1,-8.725685120E0,4.147399628E1
1.665235650E1,1.370914459E0,-4.066588974E1,-8.797073364E0,4.162910634E1
1.666238150E1,1.402940750E0,-4.069938660E1,-8.382888794E0,4.157741137E1
1.667240550E1,1.485181808E0,-4.093718338E1,-8.402442932E0,4.181697975E1
1.668243050E1,1.433147430E0,-4.087939453E1,-8.232627869E0,4.172475249E1
1.669245450E1,1.511047363E0,-4.094567871E1,-7.846450806E0,4.171808552E1
1.670247950E1,1.223487854E0,-4.083113861E1,-7.513130188E0,4.153463528E1
1.671250450E1,1.578144073E0,-4.104645157E1,-7.450393677E0,4.174697703E1
1.672252850E1,1.629251480E0,-4.122074509E1,-7.081565857E0,4.185633597E1
1.673255350E1,1.468835831E0,-4.112081528E1,-7.047744751E0,4.174625293E1
1.674257750E1,1.612178802E0,-4.106798553E1,-6.561164856E0,4.162003653E1
1.675260250E1,1.507411957E0,-4.116503525E1,-6.508316040E0,4.170360411E1
1.676262650E1,1.475748062E0,-4.114757538E1,-6.221466064E0,4.164141486E1
1.677265150E1,1.235677719E0,-4.116158676E1,-5.724876404E0,4.157616305E1
1.678267650E1,1.133632660E0,-4.109626007E1,-5.213874817E0,4.144118972E1
1.679270050E1,9.569721222E-1,-4.121340561E1,-5.257995605E0,4.155847826E1
1.680272550E1,5.943870544E-1,-4.131093597E1,-5.053367615E0,4.162310958E1
